from	to	year	trade
Hong Kong	Saudi Arabia	2000	0
Hong Kong	South Korea	2000	0
Hong Kong	United Arab Emirates	2000	0
Hong Kong	Viet Nam	2000	0
India	Bangladesh	2000	3454
India	China	2000	0
India	Hong Kong	2000	0
India	Iran	2000	0
India	Israel	2000	0
India	Japan	2000	0
India	Pakistan	2000	0
India	Saudi Arabia	2000	0
India	South Korea	2000	0
India	United Arab Emirates	2000	0
India	Viet Nam	2000	0
Iran	Bangladesh	2000	0
Iran	China	2000	0
Iran	Hong Kong	2000	0
Iran	India	2000	0
Iran	Israel	2000	0
Iran	Japan	2000	0
Iran	Pakistan	2000	0
Iran	Saudi Arabia	2000	0
Iran	South Korea	2000	0
Iran	United Arab Emirates	2000	0
Iran	Viet Nam	2000	0
Israel	Bangladesh	2000	0
Israel	China	2000	0
Israel	Hong Kong	2000	44
Israel	India	2000	4
Israel	Iran	2000	0
Israel	Japan	2000	26
Israel	Pakistan	2000	0
Israel	Saudi Arabia	2000	0
Israel	South Korea	2000	0
Israel	United Arab Emirates	2000	0
Israel	Viet Nam	2000	62
Japan	Bangladesh	2000	0
Japan	China	2000	0
Japan	Hong Kong	2000	0
Japan	India	2000	0
Japan	Iran	2000	0
Japan	Israel	2000	0
Japan	Pakistan	2000	0
Japan	Saudi Arabia	2000	0
Japan	South Korea	2000	0
Japan	United Arab Emirates	2000	0
Japan	Viet Nam	2000	0
Pakistan	Bangladesh	2000	0
Pakistan	China	2000	0
Pakistan	Hong Kong	2000	0
Pakistan	India	2000	0
Pakistan	Iran	2000	0
Pakistan	Israel	2000	0
Pakistan	Japan	2000	2
Pakistan	Saudi Arabia	2000	85
Pakistan	South Korea	2000	0
Pakistan	United Arab Emirates	2000	786
Pakistan	Viet Nam	2000	0
Saudi Arabia	Bangladesh	2000	0
Saudi Arabia	China	2000	0
Saudi Arabia	Hong Kong	2000	0
Saudi Arabia	India	2000	0
Saudi Arabia	Iran	2000	0
Saudi Arabia	Israel	2000	0
Saudi Arabia	Japan	2000	0
Saudi Arabia	Pakistan	2000	0
Saudi Arabia	South Korea	2000	0
Saudi Arabia	United Arab Emirates	2000	0
Saudi Arabia	Viet Nam	2000	0
South Korea	Bangladesh	2000	0
South Korea	China	2000	0
South Korea	Hong Kong	2000	0
South Korea	India	2000	0
South Korea	Iran	2000	0
South Korea	Israel	2000	0
South Korea	Japan	2000	0
South Korea	Pakistan	2000	0
South Korea	Saudi Arabia	2000	0
South Korea	United Arab Emirates	2000	0
South Korea	Viet Nam	2000	0
United Arab Emirates	Bangladesh	2000	0
United Arab Emirates	China	2000	0
United Arab Emirates	Hong Kong	2000	0
United Arab Emirates	India	2000	0
United Arab Emirates	Iran	2000	0
United Arab Emirates	Israel	2000	0
United Arab Emirates	Japan	2000	0
United Arab Emirates	Pakistan	2000	0
United Arab Emirates	Saudi Arabia	2000	0
United Arab Emirates	South Korea	2000	0
United Arab Emirates	Viet Nam	2000	0
Viet Nam	Bangladesh	2000	0
Viet Nam	China	2000	0
Viet Nam	Hong Kong	2000	0
Viet Nam	India	2000	0
Viet Nam	Iran	2000	0
Viet Nam	Israel	2000	0
Viet Nam	Japan	2000	0
Viet Nam	Pakistan	2000	0
Viet Nam	Saudi Arabia	2000	0
Viet Nam	South Korea	2000	0
Viet Nam	United Arab Emirates	2000	0
Bangladesh	China	1999	0
Bangladesh	Hong Kong	1999	0
Bangladesh	India	1999	0
Bangladesh	Iran	1999	0
Bangladesh	Israel	1999	0
Bangladesh	Japan	1999	0
Bangladesh	Pakistan	1999	0
Bangladesh	Saudi Arabia	1999	0
Bangladesh	South Korea	1999	0
Bangladesh	United Arab Emirates	1999	0
Bangladesh	Viet Nam	1999	0
China	Bangladesh	1999	0
China	Hong Kong	1999	40940
China	India	1999	0
China	Iran	1999	0
China	Israel	1999	0
China	Japan	1999	0
China	Pakistan	1999	28
China	Saudi Arabia	1999	0
China	South Korea	1999	0
China	United Arab Emirates	1999	0
China	Viet Nam	1999	10
Hong Kong	Bangladesh	1999	0
Hong Kong	China	1999	28
Hong Kong	India	1999	0
Hong Kong	Iran	1999	0
Hong Kong	Israel	1999	0
Hong Kong	Japan	1999	0
Hong Kong	Pakistan	1999	0
Hong Kong	Saudi Arabia	1999	0
Hong Kong	South Korea	1999	0
Hong Kong	United Arab Emirates	1999	0
Hong Kong	Viet Nam	1999	0
India	Bangladesh	1999	1588
India	China	1999	0
India	Hong Kong	1999	0
India	Iran	1999	0
India	Israel	1999	0
India	Japan	1999	0
India	Pakistan	1999	0
India	Saudi Arabia	1999	164
India	South Korea	1999	512
India	United Arab Emirates	1999	134
India	Viet Nam	1999	0
Iran	Bangladesh	1999	0
Iran	China	1999	0
Iran	Hong Kong	1999	0
Iran	India	1999	0
Iran	Israel	1999	0
Iran	Japan	1999	0
Iran	Pakistan	1999	0
Iran	Saudi Arabia	1999	0
Iran	South Korea	1999	0
Iran	United Arab Emirates	1999	0
Iran	Viet Nam	1999	0
Israel	Bangladesh	1999	0
Israel	China	1999	21
Israel	Hong Kong	1999	21
Israel	India	1999	0
Israel	Iran	1999	0
Israel	Japan	1999	50
Israel	Pakistan	1999	0
Israel	Saudi Arabia	1999	0
Israel	South Korea	1999	0
Israel	United Arab Emirates	1999	0
Israel	Viet Nam	1999	0
Japan	Bangladesh	1999	0
Japan	China	1999	0
Japan	Hong Kong	1999	0
Japan	India	1999	0
Japan	Iran	1999	0
Japan	Israel	1999	0
Japan	Pakistan	1999	0
Japan	Saudi Arabia	1999	0
Japan	South Korea	1999	0
Japan	United Arab Emirates	1999	0
Japan	Viet Nam	1999	0
Pakistan	Bangladesh	1999	12
Pakistan	China	1999	0
Pakistan	Hong Kong	1999	0
Pakistan	India	1999	0
Pakistan	Iran	1999	0
Pakistan	Israel	1999	0
Pakistan	Japan	1999	5
Pakistan	Saudi Arabia	1999	35
Pakistan	South Korea	1999	0
Pakistan	United Arab Emirates	1999	366
Pakistan	Viet Nam	1999	0
Saudi Arabia	Bangladesh	1999	0
Saudi Arabia	China	1999	0
Saudi Arabia	Hong Kong	1999	0
Saudi Arabia	India	1999	0
Saudi Arabia	Iran	1999	0
Saudi Arabia	Israel	1999	0
Saudi Arabia	Japan	1999	0
Saudi Arabia	Pakistan	1999	0
Saudi Arabia	South Korea	1999	0
Saudi Arabia	United Arab Emirates	1999	0
Saudi Arabia	Viet Nam	1999	0
South Korea	Bangladesh	1999	0
South Korea	China	1999	0
South Korea	Hong Kong	1999	0
South Korea	India	1999	0
South Korea	Iran	1999	0
South Korea	Israel	1999	0
South Korea	Japan	1999	4
South Korea	Pakistan	1999	0
South Korea	Saudi Arabia	1999	0
South Korea	United Arab Emirates	1999	0
South Korea	Viet Nam	1999	3
United Arab Emirates	Bangladesh	1999	0
United Arab Emirates	China	1999	0
United Arab Emirates	Hong Kong	1999	0
United Arab Emirates	India	1999	0
United Arab Emirates	Iran	1999	0
United Arab Emirates	Israel	1999	0
United Arab Emirates	Japan	1999	0
United Arab Emirates	Pakistan	1999	0
United Arab Emirates	Saudi Arabia	1999	0
United Arab Emirates	South Korea	1999	0
United Arab Emirates	Viet Nam	1999	0
Viet Nam	Bangladesh	1999	0
Viet Nam	China	1999	0
Viet Nam	Hong Kong	1999	0
Viet Nam	India	1999	0
Viet Nam	Iran	1999	0
Viet Nam	Israel	1999	0
Viet Nam	Japan	1999	0
Viet Nam	Pakistan	1999	0
Viet Nam	Saudi Arabia	1999	0
Viet Nam	South Korea	1999	0
Viet Nam	United Arab Emirates	1999	0
Bangladesh	China	1998	0
Bangladesh	Hong Kong	1998	0
Bangladesh	India	1998	0
Bangladesh	Iran	1998	0
Bangladesh	Israel	1998	0
Bangladesh	Japan	1998	0
Bangladesh	Pakistan	1998	0
Bangladesh	Saudi Arabia	1998	0
Bangladesh	South Korea	1998	0
Bangladesh	United Arab Emirates	1998	0
Bangladesh	Viet Nam	1998	0
China	Bangladesh	1998	0
China	Hong Kong	1998	38785
China	India	1998	0
China	Iran	1998	0
China	Israel	1998	0
China	Japan	1998	0
China	Pakistan	1998	15
China	Saudi Arabia	1998	0
China	South Korea	1998	0
China	United Arab Emirates	1998	0
China	Viet Nam	1998	0
Hong Kong	Bangladesh	1998	0
Hong Kong	China	1998	145
Hong Kong	India	1998	0
Hong Kong	Iran	1998	0
Hong Kong	Israel	1998	0
Hong Kong	Japan	1998	0
Hong Kong	Pakistan	1998	0
Hong Kong	Saudi Arabia	1998	0
Hong Kong	South Korea	1998	0
Hong Kong	United Arab Emirates	1998	0
Hong Kong	Viet Nam	1998	0
India	Bangladesh	1998	1113
India	China	1998	0
India	Hong Kong	1998	0
India	Iran	1998	0
India	Israel	1998	0
India	Japan	1998	0
India	Pakistan	1998	0
India	Saudi Arabia	1998	31
India	South Korea	1998	170
India	United Arab Emirates	1998	103
India	Viet Nam	1998	0
Iran	Bangladesh	1998	0
Iran	China	1998	0
Iran	Hong Kong	1998	0
Iran	India	1998	0
Iran	Israel	1998	0
Iran	Japan	1998	0
Iran	Pakistan	1998	0
Iran	Saudi Arabia	1998	0
Iran	South Korea	1998	0
Iran	United Arab Emirates	1998	1
Iran	Viet Nam	1998	0
Israel	Bangladesh	1998	0
Israel	China	1998	0
Israel	Hong Kong	1998	0
Israel	India	1998	0
Israel	Iran	1998	0
Israel	Japan	1998	0
Israel	Pakistan	1998	0
Israel	Saudi Arabia	1998	0
Israel	South Korea	1998	0
Israel	United Arab Emirates	1998	0
Israel	Viet Nam	1998	0
Japan	Bangladesh	1998	0
Japan	China	1998	0
Japan	Hong Kong	1998	0
Japan	India	1998	0
Japan	Iran	1998	0
Japan	Israel	1998	0
Japan	Pakistan	1998	0
Japan	Saudi Arabia	1998	0
Japan	South Korea	1998	0
Japan	United Arab Emirates	1998	0
Japan	Viet Nam	1998	0
Pakistan	Bangladesh	1998	0
Pakistan	China	1998	0
Pakistan	Hong Kong	1998	0
Pakistan	India	1998	0
Pakistan	Iran	1998	0
Pakistan	Israel	1998	0
Pakistan	Japan	1998	0
Pakistan	Saudi Arabia	1998	9
Pakistan	South Korea	1998	0
Pakistan	United Arab Emirates	1998	383
Pakistan	Viet Nam	1998	0
Saudi Arabia	Bangladesh	1998	0
Saudi Arabia	China	1998	0
Saudi Arabia	Hong Kong	1998	0
Saudi Arabia	India	1998	0
Saudi Arabia	Iran	1998	0
Saudi Arabia	Israel	1998	0
Saudi Arabia	Japan	1998	0
Saudi Arabia	Pakistan	1998	0
Saudi Arabia	South Korea	1998	0
Saudi Arabia	United Arab Emirates	1998	808
Saudi Arabia	Viet Nam	1998	0
South Korea	Bangladesh	1998	0
South Korea	China	1998	0
South Korea	Hong Kong	1998	0
South Korea	India	1998	0
South Korea	Iran	1998	0
South Korea	Israel	1998	0
South Korea	Japan	1998	14
South Korea	Pakistan	1998	0
South Korea	Saudi Arabia	1998	0
South Korea	United Arab Emirates	1998	0
South Korea	Viet Nam	1998	0
United Arab Emirates	Bangladesh	1998	0
United Arab Emirates	China	1998	0
United Arab Emirates	Hong Kong	1998	0
United Arab Emirates	India	1998	0
United Arab Emirates	Iran	1998	0
United Arab Emirates	Israel	1998	0
United Arab Emirates	Japan	1998	0
United Arab Emirates	Pakistan	1998	0
United Arab Emirates	Saudi Arabia	1998	0
United Arab Emirates	South Korea	1998	0
United Arab Emirates	Viet Nam	1998	0
Viet Nam	Bangladesh	1998	0
Viet Nam	China	1998	0
Viet Nam	Hong Kong	1998	0
Viet Nam	India	1998	0
Viet Nam	Iran	1998	0
Viet Nam	Israel	1998	0
Viet Nam	Japan	1998	0
Viet Nam	Pakistan	1998	0
Viet Nam	Saudi Arabia	1998	0
Viet Nam	South Korea	1998	0
Viet Nam	United Arab Emirates	1998	0
Bangladesh	China	1997	0
Bangladesh	Hong Kong	1997	0
Bangladesh	India	1997	0
Bangladesh	Iran	1997	0
Bangladesh	Israel	1997	0
Bangladesh	Japan	1997	0
Bangladesh	Pakistan	1997	0
Bangladesh	Saudi Arabia	1997	0
Bangladesh	South Korea	1997	0
Bangladesh	United Arab Emirates	1997	0
Bangladesh	Viet Nam	1997	0
China	Bangladesh	1997	0
China	Hong Kong	1997	46353
China	India	1997	0
China	Iran	1997	0
China	Israel	1997	0
China	Japan	1997	0
China	Pakistan	1997	0
China	Saudi Arabia	1997	0
China	South Korea	1997	0
China	United Arab Emirates	1997	0
China	Viet Nam	1997	8
Hong Kong	Bangladesh	1997	0
Hong Kong	China	1997	47
Hong Kong	India	1997	0
Hong Kong	Iran	1997	0
Hong Kong	Israel	1997	0
Hong Kong	Japan	1997	0
Hong Kong	Pakistan	1997	0
Hong Kong	Saudi Arabia	1997	0
Hong Kong	South Korea	1997	0
Hong Kong	United Arab Emirates	1997	0
Hong Kong	Viet Nam	1997	0
India	Bangladesh	1997	739
India	China	1997	0
India	Hong Kong	1997	0
India	Iran	1997	0
India	Israel	1997	0
India	Japan	1997	0
India	Pakistan	1997	0
India	Saudi Arabia	1997	138
India	South Korea	1997	0
India	United Arab Emirates	1997	14
India	Viet Nam	1997	0
Iran	Bangladesh	1997	0
Iran	China	1997	0
Iran	Hong Kong	1997	0
Iran	India	1997	0
Iran	Israel	1997	0
Iran	Japan	1997	0
Iran	Pakistan	1997	0
Iran	Saudi Arabia	1997	0
Iran	South Korea	1997	0
Iran	United Arab Emirates	1997	1
Iran	Viet Nam	1997	0
Israel	Bangladesh	1997	0
Israel	China	1997	0
Israel	Hong Kong	1997	0
Israel	India	1997	0
Israel	Iran	1997	0
Israel	Japan	1997	0
Israel	Pakistan	1997	0
Israel	Saudi Arabia	1997	0
Israel	South Korea	1997	0
Israel	United Arab Emirates	1997	0
Israel	Viet Nam	1997	0
Japan	Bangladesh	1997	0
Japan	China	1997	0
Japan	Hong Kong	1997	0
Japan	India	1997	0
Japan	Iran	1997	0
Japan	Israel	1997	0
Japan	Pakistan	1997	0
Japan	Saudi Arabia	1997	0
Japan	South Korea	1997	0
Japan	United Arab Emirates	1997	0
Japan	Viet Nam	1997	0
Pakistan	Bangladesh	1997	0
Pakistan	China	1997	0
Pakistan	Hong Kong	1997	0
Pakistan	India	1997	0
Pakistan	Iran	1997	0
Pakistan	Israel	1997	0
Pakistan	Japan	1997	0
Pakistan	Saudi Arabia	1997	0
Pakistan	South Korea	1997	0
Pakistan	United Arab Emirates	1997	128
Pakistan	Viet Nam	1997	0
Saudi Arabia	Bangladesh	1997	0
Saudi Arabia	China	1997	0
Saudi Arabia	Hong Kong	1997	0
Saudi Arabia	India	1997	0
Saudi Arabia	Iran	1997	0
Saudi Arabia	Israel	1997	0
Saudi Arabia	Japan	1997	0
Saudi Arabia	Pakistan	1997	0
Saudi Arabia	South Korea	1997	0
Saudi Arabia	United Arab Emirates	1997	0
Saudi Arabia	Viet Nam	1997	0
South Korea	Bangladesh	1997	0
South Korea	China	1997	0
South Korea	Hong Kong	1997	0
South Korea	India	1997	0
South Korea	Iran	1997	0
South Korea	Israel	1997	0
South Korea	Japan	1997	0
South Korea	Pakistan	1997	0
South Korea	Saudi Arabia	1997	0
South Korea	United Arab Emirates	1997	0
South Korea	Viet Nam	1997	0
United Arab Emirates	Bangladesh	1997	0
United Arab Emirates	China	1997	0
United Arab Emirates	Hong Kong	1997	0
United Arab Emirates	India	1997	0
United Arab Emirates	Iran	1997	0
United Arab Emirates	Israel	1997	0
United Arab Emirates	Japan	1997	0
United Arab Emirates	Pakistan	1997	0
United Arab Emirates	Saudi Arabia	1997	0
United Arab Emirates	South Korea	1997	0
United Arab Emirates	Viet Nam	1997	0
Viet Nam	Bangladesh	1997	0
Viet Nam	China	1997	0
Viet Nam	Hong Kong	1997	0
Viet Nam	India	1997	0
Viet Nam	Iran	1997	0
Viet Nam	Israel	1997	0
Viet Nam	Japan	1997	0
Viet Nam	Pakistan	1997	0
Viet Nam	Saudi Arabia	1997	0
Viet Nam	South Korea	1997	0
Viet Nam	United Arab Emirates	1997	0
Bangladesh	China	1996	0
Bangladesh	Hong Kong	1996	0
Bangladesh	India	1996	0
Bangladesh	Iran	1996	0
Bangladesh	Israel	1996	0
Bangladesh	Japan	1996	0
Bangladesh	Pakistan	1996	0
Bangladesh	Saudi Arabia	1996	0
Bangladesh	South Korea	1996	0
Bangladesh	United Arab Emirates	1996	0
Bangladesh	Viet Nam	1996	0
China	Bangladesh	1996	8
China	Hong Kong	1996	46090
China	India	1996	0
China	Iran	1996	0
China	Israel	1996	0
China	Japan	1996	0
China	Pakistan	1996	0
China	Saudi Arabia	1996	0
China	South Korea	1996	0
China	United Arab Emirates	1996	0
China	Viet Nam	1996	0
Hong Kong	Bangladesh	1996	0
Hong Kong	China	1996	63
Hong Kong	India	1996	0
Hong Kong	Iran	1996	0
Hong Kong	Israel	1996	0
Hong Kong	Japan	1996	0
Hong Kong	Pakistan	1996	0
Hong Kong	Saudi Arabia	1996	0
Hong Kong	South Korea	1996	0
Hong Kong	United Arab Emirates	1996	0
Hong Kong	Viet Nam	1996	0
India	Bangladesh	1996	8183
India	China	1996	0
India	Hong Kong	1996	0
India	Iran	1996	17
India	Israel	1996	0
India	Japan	1996	0
India	Pakistan	1996	5
India	Saudi Arabia	1996	202
India	South Korea	1996	0
India	United Arab Emirates	1996	142
India	Viet Nam	1996	0
Iran	Bangladesh	1996	0
Iran	China	1996	0
Iran	Hong Kong	1996	0
Iran	India	1996	0
Iran	Israel	1996	0
Iran	Japan	1996	0
Iran	Pakistan	1996	0
Iran	Saudi Arabia	1996	0
Iran	South Korea	1996	0
Iran	United Arab Emirates	1996	0
Iran	Viet Nam	1996	0
Israel	Bangladesh	1996	0
Israel	China	1996	0
Israel	Hong Kong	1996	0
Israel	India	1996	0
Israel	Iran	1996	0
Israel	Japan	1996	0
Israel	Pakistan	1996	0
Israel	Saudi Arabia	1996	0
Israel	South Korea	1996	0
Israel	United Arab Emirates	1996	0
Israel	Viet Nam	1996	0
Japan	Bangladesh	1996	0
Japan	China	1996	0
Japan	Hong Kong	1996	0
Japan	India	1996	0
Japan	Iran	1996	0
Japan	Israel	1996	0
Japan	Pakistan	1996	0
Japan	Saudi Arabia	1996	0
Japan	South Korea	1996	0
Japan	United Arab Emirates	1996	0
Japan	Viet Nam	1996	0
Pakistan	Bangladesh	1996	0
Pakistan	China	1996	0
Pakistan	Hong Kong	1996	0
Pakistan	India	1996	0
Pakistan	Iran	1996	0
Pakistan	Israel	1996	0
Pakistan	Japan	1996	0
Pakistan	Saudi Arabia	1996	0
Pakistan	South Korea	1996	0
Pakistan	United Arab Emirates	1996	0
Pakistan	Viet Nam	1996	0
Saudi Arabia	Bangladesh	1996	0
Saudi Arabia	China	1996	0
Saudi Arabia	Hong Kong	1996	0
Saudi Arabia	India	1996	0
Saudi Arabia	Iran	1996	0
Saudi Arabia	Israel	1996	0
Saudi Arabia	Japan	1996	0
Saudi Arabia	Pakistan	1996	0
Saudi Arabia	South Korea	1996	0
Saudi Arabia	United Arab Emirates	1996	0
Saudi Arabia	Viet Nam	1996	0
South Korea	Bangladesh	1996	0
South Korea	China	1996	0
South Korea	Hong Kong	1996	0
South Korea	India	1996	0
South Korea	Iran	1996	0
South Korea	Israel	1996	0
South Korea	Japan	1996	16
South Korea	Pakistan	1996	0
South Korea	Saudi Arabia	1996	0
South Korea	United Arab Emirates	1996	0
South Korea	Viet Nam	1996	0
United Arab Emirates	Bangladesh	1996	0
United Arab Emirates	China	1996	0
United Arab Emirates	Hong Kong	1996	0
United Arab Emirates	India	1996	0
United Arab Emirates	Iran	1996	0
United Arab Emirates	Israel	1996	0
United Arab Emirates	Japan	1996	0
United Arab Emirates	Pakistan	1996	0
United Arab Emirates	Saudi Arabia	1996	0
United Arab Emirates	South Korea	1996	0
United Arab Emirates	Viet Nam	1996	0
Viet Nam	Bangladesh	1996	0
Viet Nam	China	1996	0
Viet Nam	Hong Kong	1996	0
Viet Nam	India	1996	0
Viet Nam	Iran	1996	0
Viet Nam	Israel	1996	0
Viet Nam	Japan	1996	0
Viet Nam	Pakistan	1996	0
Viet Nam	Saudi Arabia	1996	0
Viet Nam	South Korea	1996	0
Viet Nam	United Arab Emirates	1996	0
Bangladesh	China	1995	0
Bangladesh	Hong Kong	1995	0
Bangladesh	India	1995	0
Bangladesh	Iran	1995	0
Bangladesh	Israel	1995	0
Bangladesh	Japan	1995	0
Bangladesh	Pakistan	1995	0
Bangladesh	Saudi Arabia	1995	0
Bangladesh	South Korea	1995	0
Bangladesh	United Arab Emirates	1995	0
Bangladesh	Viet Nam	1995	0
China	Bangladesh	1995	8
China	Hong Kong	1995	42107
China	India	1995	0
China	Iran	1995	0
China	Israel	1995	0
China	Japan	1995	0
China	Pakistan	1995	0
China	Saudi Arabia	1995	0
China	South Korea	1995	0
China	United Arab Emirates	1995	0
China	Viet Nam	1995	10
Hong Kong	Bangladesh	1995	0
Hong Kong	China	1995	91
Hong Kong	India	1995	0
Hong Kong	Iran	1995	0
Hong Kong	Israel	1995	0
Hong Kong	Japan	1995	0
Hong Kong	Pakistan	1995	0
Hong Kong	Saudi Arabia	1995	0
Hong Kong	South Korea	1995	0
Hong Kong	United Arab Emirates	1995	0
Hong Kong	Viet Nam	1995	0
India	Bangladesh	1995	8059
India	China	1995	0
India	Hong Kong	1995	0
India	Iran	1995	0
India	Israel	1995	0
India	Japan	1995	0
India	Pakistan	1995	0
India	Saudi Arabia	1995	89
India	South Korea	1995	0
India	United Arab Emirates	1995	435
India	Viet Nam	1995	0
Iran	Bangladesh	1995	0
Iran	China	1995	0
Iran	Hong Kong	1995	0
Iran	India	1995	0
Iran	Israel	1995	0
Iran	Japan	1995	0
Iran	Pakistan	1995	0
Iran	Saudi Arabia	1995	0
Iran	South Korea	1995	0
Iran	United Arab Emirates	1995	0
Iran	Viet Nam	1995	0
Israel	Bangladesh	1995	0
Israel	China	1995	0
Israel	Hong Kong	1995	0
Israel	India	1995	0
Israel	Iran	1995	0
Israel	Japan	1995	0
Israel	Pakistan	1995	0
Israel	Saudi Arabia	1995	0
Israel	South Korea	1995	0
Israel	United Arab Emirates	1995	0
Israel	Viet Nam	1995	0
Japan	Bangladesh	1995	0
Japan	China	1995	0
Japan	Hong Kong	1995	0
Japan	India	1995	0
Japan	Iran	1995	0
Japan	Israel	1995	0
Japan	Pakistan	1995	0
Japan	Saudi Arabia	1995	0
Japan	South Korea	1995	0
Japan	United Arab Emirates	1995	0
Japan	Viet Nam	1995	0
Pakistan	Bangladesh	1995	0
Pakistan	China	1995	0
Pakistan	Hong Kong	1995	0
Pakistan	India	1995	0
Pakistan	Iran	1995	0
Pakistan	Israel	1995	0
Pakistan	Japan	1995	0
Pakistan	Saudi Arabia	1995	0
Pakistan	South Korea	1995	0
Pakistan	United Arab Emirates	1995	6
Pakistan	Viet Nam	1995	0
Saudi Arabia	Bangladesh	1995	0
Saudi Arabia	China	1995	0
Saudi Arabia	Hong Kong	1995	0
Saudi Arabia	India	1995	0
Saudi Arabia	Iran	1995	0
Saudi Arabia	Israel	1995	0
Saudi Arabia	Japan	1995	0
Saudi Arabia	Pakistan	1995	0
Saudi Arabia	South Korea	1995	0
Saudi Arabia	United Arab Emirates	1995	0
Saudi Arabia	Viet Nam	1995	0
South Korea	Bangladesh	1995	0
South Korea	China	1995	0
South Korea	Hong Kong	1995	0
South Korea	India	1995	0
South Korea	Iran	1995	0
South Korea	Israel	1995	0
South Korea	Japan	1995	24
South Korea	Pakistan	1995	0
South Korea	Saudi Arabia	1995	0
South Korea	United Arab Emirates	1995	0
South Korea	Viet Nam	1995	0
United Arab Emirates	Bangladesh	1995	0
United Arab Emirates	China	1995	0
United Arab Emirates	Hong Kong	1995	0
United Arab Emirates	India	1995	0
United Arab Emirates	Iran	1995	0
United Arab Emirates	Israel	1995	0
United Arab Emirates	Japan	1995	0
United Arab Emirates	Pakistan	1995	0
United Arab Emirates	Saudi Arabia	1995	0
United Arab Emirates	South Korea	1995	0
United Arab Emirates	Viet Nam	1995	0
Viet Nam	Bangladesh	1995	0
Viet Nam	China	1995	0
Viet Nam	Hong Kong	1995	0
Viet Nam	India	1995	0
Viet Nam	Iran	1995	0
Viet Nam	Israel	1995	0
Viet Nam	Japan	1995	0
Viet Nam	Pakistan	1995	0
Viet Nam	Saudi Arabia	1995	0
Viet Nam	South Korea	1995	0
Viet Nam	United Arab Emirates	1995	0
Bangladesh	China	1994	0
Bangladesh	Hong Kong	1994	0
Bangladesh	India	1994	0
Bangladesh	Iran	1994	0
Bangladesh	Israel	1994	0
Bangladesh	Japan	1994	0
Bangladesh	Pakistan	1994	0
Bangladesh	Saudi Arabia	1994	0
Bangladesh	South Korea	1994	0
Bangladesh	United Arab Emirates	1994	0
Bangladesh	Viet Nam	1994	0
China	Bangladesh	1994	0
China	Hong Kong	1994	41434
China	India	1994	0
China	Iran	1994	0
China	Israel	1994	0
China	Japan	1994	0
China	Pakistan	1994	0
China	Saudi Arabia	1994	0
China	South Korea	1994	0
China	United Arab Emirates	1994	0
China	Viet Nam	1994	0
Hong Kong	Bangladesh	1994	0
Hong Kong	China	1994	218
Hong Kong	India	1994	0
Hong Kong	Iran	1994	0
Hong Kong	Israel	1994	0
Hong Kong	Japan	1994	0
Hong Kong	Pakistan	1994	0
Hong Kong	Saudi Arabia	1994	0
Hong Kong	South Korea	1994	0
Hong Kong	United Arab Emirates	1994	0
Hong Kong	Viet Nam	1994	0
India	Bangladesh	1994	2342
India	China	1994	0
India	Hong Kong	1994	0
India	Iran	1994	0
India	Israel	1994	0
India	Japan	1994	0
India	Pakistan	1994	0
India	Saudi Arabia	1994	10
India	South Korea	1994	0
India	United Arab Emirates	1994	5
India	Viet Nam	1994	0
Iran	Bangladesh	1994	0
Iran	China	1994	0
Iran	Hong Kong	1994	0
Iran	India	1994	0
Iran	Israel	1994	0
Iran	Japan	1994	0
Iran	Pakistan	1994	0
Iran	Saudi Arabia	1994	0
Iran	South Korea	1994	0
Iran	United Arab Emirates	1994	0
Iran	Viet Nam	1994	0
Israel	Bangladesh	1994	0
Israel	China	1994	0
Israel	Hong Kong	1994	0
Israel	India	1994	0
Israel	Iran	1994	0
Israel	Japan	1994	0
Israel	Pakistan	1994	0
Israel	Saudi Arabia	1994	0
Israel	South Korea	1994	0
Israel	United Arab Emirates	1994	0
Israel	Viet Nam	1994	0
Japan	Bangladesh	1994	0
Japan	China	1994	0
Japan	Hong Kong	1994	0
Japan	India	1994	0
Japan	Iran	1994	0
Japan	Israel	1994	0
Japan	Pakistan	1994	0
Japan	Saudi Arabia	1994	0
Japan	South Korea	1994	0
Japan	United Arab Emirates	1994	0
Japan	Viet Nam	1994	0
Pakistan	Bangladesh	1994	0
Pakistan	China	1994	0
Pakistan	Hong Kong	1994	0
Pakistan	India	1994	0
Pakistan	Iran	1994	0
Pakistan	Israel	1994	0
Pakistan	Japan	1994	0
Pakistan	Saudi Arabia	1994	0
Pakistan	South Korea	1994	0
Pakistan	United Arab Emirates	1994	0
Pakistan	Viet Nam	1994	0
Saudi Arabia	Bangladesh	1994	0
Saudi Arabia	China	1994	0
Saudi Arabia	Hong Kong	1994	0
Saudi Arabia	India	1994	0
Saudi Arabia	Iran	1994	0
Saudi Arabia	Israel	1994	0
Saudi Arabia	Japan	1994	0
Saudi Arabia	Pakistan	1994	0
Saudi Arabia	South Korea	1994	0
Saudi Arabia	United Arab Emirates	1994	0
Saudi Arabia	Viet Nam	1994	0
South Korea	Bangladesh	1994	0
South Korea	China	1994	0
South Korea	Hong Kong	1994	0
South Korea	India	1994	0
South Korea	Iran	1994	0
South Korea	Israel	1994	0
South Korea	Japan	1994	11
South Korea	Pakistan	1994	0
South Korea	Saudi Arabia	1994	0
South Korea	United Arab Emirates	1994	0
South Korea	Viet Nam	1994	0
United Arab Emirates	Bangladesh	1994	0
United Arab Emirates	China	1994	0
